ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
418550,제이오,,7750,20.0,2.9,-9.6,-51.1,20.2,-20.3,-41.5,-9.8,-27.5,-20.1,-9.1,4.77,15840,6450,0,False,False,False,653771,506843,183.4,53.9,53.3,1.29,0,False,False,False,False,-,100.0,26.2,3.0,-4.1,-9.4,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,115.0,115.0
131100,티엔엔터테인먼트,,1006,10.2,9.2,-6.2,-55.7,3.0,-10.5,-22.6,-29.4,-16.5,-19.8,-28.5,2.55,2270,977,5,True,False,False,73185,49199,1.3,0.8,0.6,1.49,0,False,False,False,False,-,94.0,0.1,0.2,0.2,0.4,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,114.0,114.0
241840,에이스토리,,3545,13.8,5.1,4.2,-70.8,2.3,-15.3,-32.7,-47.3,-22.2,-30.6,-50.9,2.36,12140,3465,5,True,False,False,57334,41482,3.6,2.2,1.8,1.38,0,False,False,False,False,-,95.1,0.5,0.0,-0.6,0.0,True,8,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,108.1,108.1
054220,비츠로시스,,2140,22.2,16.7,13.5,-57.2,38.5,-0.7,-21.9,-40.1,-16.0,-20.1,-7.6,2.1,4995,1545,15,True,True,True,276487,119282,5.6,6.0,2.7,2.32,0,False,False,False,False,-,84.4,1.0,0.0,-4.5,-0.8,True,8,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,107.4,107.4
458870,씨어스,,33250,23.5,4.6,17.8,-48.2,563.8,-2.6,-31.8,-34.8,-19.3,-28.8,-9.1,1.91,64235,5009,5,False,True,False,407885,421076,264.5,141.6,172.0,0.97,0,False,False,False,False,-,86.7,23.4,8.4,80.1,-21.4,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,106.7,106.7
455180,케이지에이,,2195,12.1,3.8,5.4,-71.9,1.6,-8.4,-27.6,-31.9,-19.8,-23.1,-45.9,2.2,7820,2160,5,False,True,False,81533,71629,3.5,1.9,2.0,1.14,0,False,False,False,False,-,92.6,-0.2,0.6,-2.8,0.6,True,8,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,105.6,105.6
419530,SAMG엔터,,25900,29.1,11.7,18.1,-73.9,8.8,-2.6,-30.7,-30.3,-25.3,-25.3,-42.4,0.52,99400,23800,5,False,True,False,181220,215154,29.6,47.3,77.1,0.84,3,False,True,False,False,5일선회복,82.3,13.2,7.1,-104.0,53.9,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,105.3,105.3
432980,엠에프씨,,2850,22.1,19.3,17.4,-37.4,7.8,3.6,-22.8,-21.9,-13.8,-17.3,-21.6,2.62,4550,2645,10,True,True,False,77711,52688,4.0,2.2,1.6,1.47,6,False,True,True,False,5일선회복/+3%반등,80.2,0.6,0.0,2.8,0.0,True,8,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,104.2,104.2
054620,APS,,5130,20.1,1.0,12.9,-52.4,43.1,-6.6,-28.4,-1.3,-17.0,-31.4,-3.4,0.76,10770,3585,5,False,True,False,100138,164823,6.5,5.4,10.4,0.61,0,False,False,False,False,-,84.0,1.9,0.2,22.9,0.1,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,104.0,104.0
389650,넥스트바이오메디컬,,45150,24.8,10.0,12.2,-55.3,15.8,-6.6,-26.9,-41.6,-16.2,-28.1,-35.2,1.06,101000,39000,5,False,True,False,65363,70451,34.5,30.5,37.9,0.93,0,False,False,False,False,-,83.9,8.4,5.8,84.9,-33.6,True,15,조정,0,-1,-1,2,15.4,-3.5,1497.35,,1.72,2312.0,2312.0,2312.0,10,10,1.0,103.9,103.9
