market,run_id,run_timestamp,ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score,smartmoney_score,smartmoney_trigger,roe_value,roe_gate,insider_score,insider_source,buyback_cancel_flag,catalyst_score,reversal_score,supply_score_v2,supply_intensity,quality_score,turnaround_score,oversold_component,PBR,PER,DIV,BPS,EPS,value_score,value_source,main_candidate,final_score_v3,entry_score,grade,bucket
kospi,20260606,20260606_1155,460860,동국제강,철강·1차금속,9840,17.7,6.5,10.5,-44.4,26.8,-14.0,-33.1,20.0,-18.7,-13.9,3.8,0.5,17710,7760,0,0,0,0,318014,467225,21.1,33.0,58.9,0.68,0,0,0,0,0,-,83.6,28.8,-17.8,241.0,-173.8,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,91.6,85.6,460860,1765265,0,0,0,0,,,,,,,,,,,안전,2025.0,593.8,1024.7,-42.1,OFS,영업이익,dart_OperatingIncomeLoss,1146.5,3275.5,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,214.4,42.5,403.9,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.93,default,0,116.6,110.6,,,,,,,,,0,10.0,0.187,20.0,17.0,20.0,0.26,59.28,4.07,38029.0,166.0,15.0,PYKRX,True,82.0,45.9,B,OBSERVE
kospi,20260606,20260606_1155,005880,대한해운,운수·물류,2030,17.9,7.9,3.1,-40.0,35.3,-12.7,-21.9,-9.0,-15.1,-18.5,-0.4,0.33,3385,1500,0,0,0,0,4430468,8090646,54.3,93.7,198.0,0.55,0,0,0,0,0,-,80.7,44.8,3.1,182.9,15.1,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,95.7,89.7,005880,113535,0,0,0,0,,,,,,,,,,,안전,2025.0,2071.6,3286.4,-37.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,4425.9,5672.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,744.5,639.1,16.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.14,default,-3,117.7,111.7,,,,,,,,,0,13.0,0.242,20.0,12.0,20.0,0.3,3.63,0.0,6684.0,560.0,17.0,PYKRX,True,82.0,46.0,B,OBSERVE
kospi,20260606,20260606_1155,013580,계룡건설,건설,20000,12.9,6.1,18.5,-39.9,22.4,-5.2,-30.3,-17.4,-14.8,-22.8,-9.9,0.78,33300,16340,0,0,0,0,79695,103422,15.9,16.4,24.8,0.77,0,0,0,0,0,-,78.6,2.1,-0.7,-8.5,-7.0,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,86.6,80.6,013580,102432,0,0,0,0,,,,,,,,,,,안전,2025.0,1668.7,871.4,91.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,2098.7,-80.3,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,407.9,311.2,31.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.26,default,2,103.6,97.6,,,,,,,,,3,5.0,0.056,23.0,11.0,19.65,0.19,1.77,3.5,106029.0,11283.0,20.0,PYKRX,True,81.6,44.0,B,OBSERVE
kospi,20260606,20260606_1155,000230,일동홀딩스,제약·바이오,7260,24.0,15.9,10.1,-57.7,14.3,-8.0,-25.8,-25.8,-10.5,-21.8,-32.4,0.55,17170,6350,0,0,0,0,21799,35835,1.4,1.6,3.0,0.61,0,0,0,0,0,-,82.4,1.1,0.0,4.2,-0.1,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,90.4,84.4,000230,146083,0,0,0,0,,,,,,,,,,,안전,2025.0,149.3,-40.3,469.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,268.6,173.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,88.9,28.6,211.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.8,default,0,105.4,99.4,,,,,,,,,0,15.0,0.367,23.0,11.0,20.0,0.5,7.51,1.38,14623.0,967.0,12.0,PYKRX,False,81.0,50.1,C,OBSERVE
kospi,20260606,20260606_1155,084870,TBH글로벌,의복,1810,23.7,13.1,-12.3,-26.4,68.7,-7.3,-14.8,1.7,-8.2,-12.4,15.3,0.17,2460,1073,0,0,0,0,45989,50511,0.1,0.9,1.0,0.91,0,0,0,0,0,-,72.2,0.0,0.3,0.2,1.2,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,80.2,74.2,084870,409672,0,0,0,0,,,,,,,,,,,안전,2025.0,31.5,33.6,-6.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,128.6,65.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-9.1,-27.8,67.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,4.08,default,0,105.2,99.2,,,,,,,,,0,15.0,0.3,20.0,17.0,18.05,0.61,42.09,2.76,2972.0,43.0,9.0,PYKRX,False,79.0,51.3,C,OBSERVE
kospi,20260606,20260606_1155,003120,일성아이에스,제약·바이오,19080,28.3,29.3,21.2,-39.3,5.4,-1.4,-16.1,-11.3,-5.2,-12.6,-16.8,1.54,31450,18100,5,0,0,1,6227,5998,1.8,1.2,1.2,1.04,4,0,0,0,1,거래량동반양봉,68.2,0.9,-0.4,-0.2,-2.0,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,85.2,79.2,003120,146214,0,0,0,0,,,,,,,,,,,안전,2025.0,-61.6,-95.2,35.3,OFS,영업이익(손실),dart_OperatingIncomeLoss,38.8,-42.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-5.0,-10.2,51.4,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,0,회계손실현금유입,,default,2,97.2,91.2,,,,,,,,,7,15.0,0.417,13.0,11.0,17.05,0.35,112.24,6.29,53943.0,170.0,15.0,PYKRX,False,78.0,55.2,C,OBSERVE
kospi,20260606,20260606_1155,001430,세아베스틸지주,철강·1차금속,48950,25.5,2.6,8.5,-47.1,158.9,-11.8,-31.8,-16.3,-23.1,-27.1,-1.2,0.65,92500,18910,0,0,0,0,268056,374310,118.2,138.7,243.2,0.72,0,0,0,0,0,-,85.4,167.7,-57.5,179.6,-189.2,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,93.4,87.4,001430,106669,0,0,0,0,,,,,,,,,,,안전,2025.0,984.1,523.3,88.1,CFS,영업이익,dart_OperatingIncomeLoss,1134.8,3180.1,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,310.9,181.0,71.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.15,default,0,108.4,102.4,,,,,,,,,0,15.0,0.453,23.0,11.0,20.0,0.9,31.24,2.45,54192.0,1567.0,9.0,PYKRX,True,78.0,50.1,B,OBSERVE
kospi,20260606,20260606_1155,120110,코오롱인더,화학,65900,20.6,9.5,15.2,-37.2,122.6,-8.7,-29.7,18.3,-15.4,-20.5,20.5,0.51,104900,29600,0,0,0,0,283028,383036,123.9,194.1,307.2,0.74,0,0,0,0,0,-,78.7,178.2,-48.2,968.3,-412.0,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,86.7,80.7,120110,795135,0,0,0,0,,,,,,,,,,,안전,2025.0,1089.0,1587.2,-31.4,CFS,V. 영업이익,dart_OperatingIncomeLoss,3550.4,2905.9,I. 영업활동으로인한현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,619.2,269.3,129.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,3.26,default,0,111.7,105.7,,,,,,,,,0,15.0,0.423,20.0,17.0,19.675,0.51,292.89,1.97,129709.0,225.0,6.0,PYKRX,True,77.7,51.8,B,OBSERVE
kospi,20260606,20260606_1155,272550,삼양패키징,고무·플라스틱,8890,16.7,3.7,4.5,-49.3,0.8,-9.8,-23.4,-21.0,-11.8,-21.8,-30.9,0.51,17540,8820,0,0,0,0,54415,69015,2.8,5.0,7.1,0.79,0,0,0,0,0,-,84.6,2.7,-2.8,3.6,-4.6,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,92.6,86.6,272550,1060814,0,0,0,0,,,,,,,,,,,안전,2025.0,246.5,337.6,-27.0,CFS,영업이익,dart_OperatingIncomeLoss,482.7,616.8,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,4.5,-15.5,129.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.96,default,0,117.6,111.6,,,,,,,,,0,0.0,-0.014,20.0,17.0,20.0,0.35,7.69,5.62,25622.0,1156.0,20.0,PYKRX,True,77.0,33.9,B,OBSERVE
kospi,20260606,20260606_1155,016090,대현,의복,1554,16.7,2.1,10.6,-21.1,0.3,-3.7,-15.5,-3.8,-7.3,-9.4,-10.3,0.32,1969,1549,0,0,0,0,146589,273282,1.3,2.3,4.7,0.54,0,0,0,0,0,-,67.0,0.6,-0.2,-1.6,-1.3,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,75.0,69.0,016090,113614,0,0,0,0,,,,,,,,,,,안전,2025.0,70.8,143.7,-50.8,OFS,영업이익,dart_OperatingIncomeLoss,260.9,156.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,35.7,10.6,237.0,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,3.69,default,2,102.0,96.0,,,,,,,,,3,5.0,0.085,20.0,17.0,16.75,0.25,6.24,5.15,6265.0,249.0,15.0,PYKRX,False,76.8,44.9,C,OBSERVE
kospi,20260606,20260606_1155,000850,화천기공,기계·장비,32800,42.0,11.6,13.1,-26.9,11.4,-6.4,-15.6,-6.3,-6.4,-9.6,-6.9,0.74,44850,29450,0,0,0,0,13842,14277,3.5,4.6,5.1,0.97,0,0,0,0,0,-,49.9,1.0,0.0,-8.0,-2.0,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,57.9,51.9,000850,166519,0,0,0,0,,,,,,,,,,,안전,2025.0,42.2,-7.4,669.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,158.2,129.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,18.7,1.4,1211.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,3.75,default,0,72.9,66.9,,,,,,,,,0,10.0,0.196,23.0,11.0,12.475,0.21,6.34,3.96,154300.0,5173.0,20.0,PYKRX,True,76.5,41.8,B,OBSERVE
kospi,20260606,20260606_1155,006650,대한유화,화학,122100,23.3,9.4,23.1,-39.7,59.2,-4.8,-32.1,-8.6,-12.4,-16.6,-11.7,0.66,202500,76700,0,0,0,0,38878,55815,43.4,48.4,79.8,0.7,0,0,0,0,0,-,76.6,11.3,0.3,276.6,-472.8,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,91.6,85.6,006650,260383,0,0,0,0,,,,,,,,,,,안전,2025.0,526.7,-598.9,187.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,2027.9,1331.1,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,735.6,-98.8,844.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,3.85,default,2,108.6,102.6,,,,,,,,,3,8.0,0.145,23.0,11.0,19.15,0.41,23.78,1.06,297102.0,5134.0,12.0,PYKRX,True,76.2,47.4,B,OBSERVE
kospi,20260606,20260606_1155,001620,케이비아이동국실업,자동차·부품,2420,23.8,15.5,20.7,-49.8,7.8,-7.8,-24.6,-34.0,-13.7,-20.7,-11.4,1.2,4820,2245,5,1,0,0,99976,65402,2.0,2.4,1.7,1.53,0,0,0,0,0,-,78.6,0.3,0.4,-0.6,0.9,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,98.6,92.6,001620,114765,0,1,0,0,,[20260310] 주식병합결정               (20260310800693),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260310800693,,,,20260310800693,주의,2025.0,185.6,-63.3,393.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,820.1,646.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-12.1,-64.7,81.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,4.42,default,2,115.6,109.6,,,,,,,,,0,15.0,0.412,23.0,11.0,19.65,0.2,1.71,0.0,11830.0,1415.0,17.0,PYKRX,False,75.6,50.0,WATCH,WATCH
kospi,20260606,20260606_1155,001380,SG글로벌,자동차·부품,1546,35.2,33.5,19.3,-61.2,14.5,-10.6,-29.7,-42.4,-13.3,-27.3,-49.0,0.36,3989,1350,0,0,0,0,152975,200097,1.2,2.3,3.5,0.76,3,0,1,0,0,5일선회복,69.3,2.1,0.3,0.5,0.0,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,87.3,81.3,001380,152039,0,1,0,0,,[20260310] 주식병합결정               (20260310800561),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260310800561,,,,20260310800561,주의,2025.0,49.6,61.5,-19.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,89.5,93.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,27.1,19.2,41.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.8,default,0,112.3,106.3,,,,,,,,,4,15.0,0.686,20.0,17.0,17.325,0.23,12.47,0.0,6772.0,124.0,12.0,PYKRX,False,75.3,59.1,WATCH,WATCH
kospi,20260606,20260606_1155,499790,GS피앤엘,금융(은행),48950,35.9,51.0,56.4,-26.9,79.6,9.0,-11.3,8.1,2.2,2.2,2.5,2.31,67000,27250,10,0,1,1,148959,158213,169.4,68.8,78.2,0.94,10,0,1,1,1,5일선회복/+3%반등/거래량동반양봉,44.1,-1.4,34.4,39.5,-64.4,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,72.1,66.1,499790,1882845,0,0,0,0,,,,,,,,,,,안전,2025.0,780.2,-0.4,204343.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,1196.2,-46.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,241.6,152.2,58.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.53,default,6,93.1,87.1,,,,,,,,,15,15.0,0.422,23.0,11.0,11.025,1.13,50.0,0.72,43209.0,979.0,0.0,PYKRX,True,75.0,77.4,B,WAIT
kospi,20260606,20260606_1155,012690,모나리자,펄프·종이,1705,8.4,16.8,14.0,-41.4,6.6,-8.3,-28.8,-13.1,-14.2,-21.1,-24.0,0.28,2910,1600,5,0,0,1,210614,265407,1.2,3.6,5.4,0.79,3,0,1,0,0,5일선회복,78.7,1.0,0.0,0.2,-0.1,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,94.7,88.7,012690,173102,0,0,0,0,,,,,,,,,,,안전,2025.0,3.2,9.8,-67.7,OFS,영업이익,dart_OperatingIncomeLoss,25.9,42.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,3.3,-3.8,185.3,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,8.09,default,0,119.7,113.7,,,,,,,,,4,10.0,0.185,15.0,17.0,19.675,0.71,41.59,2.93,2391.0,41.0,9.0,PYKRX,True,74.7,49.8,B,WAIT
kospi,20260606,20260606_1155,013870,지엠비코리아,자동차·부품,3885,24.6,10.6,10.4,-45.6,4.2,-4.5,-20.5,-18.8,-9.2,-17.3,-12.2,0.53,7140,3730,5,1,0,0,91500,64834,1.3,3.6,2.8,1.41,0,0,0,0,0,-,79.2,2.0,0.0,6.7,-0.3,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,92.2,86.2,013870,156354,0,0,0,0,,,,,,,,,,,안전,2025.0,242.2,226.8,6.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,71.0,414.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,35.8,13.9,157.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,-3,현금창출약함,0.29,default,2,101.2,95.2,,,,,,,,,3,15.0,0.714,10.0,11.0,19.8,0.26,5.1,6.44,15206.0,762.0,15.0,PYKRX,False,73.8,45.6,C,OBSERVE
kospi,20260606,20260606_1155,004560,현대비앤지스틸,철강·1차금속,13220,25.3,4.3,-0.6,-48.2,26.5,-12.3,-24.5,-18.9,-16.5,-17.1,-3.3,0.42,25500,10450,0,0,0,0,90705,199604,11.2,12.8,32.7,0.45,0,0,0,0,0,-,86.5,9.3,-0.6,23.5,0.5,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,94.5,88.5,004560,125743,0,0,0,0,,,,,,,,,,,안전,2025.0,258.9,306.3,-15.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,631.5,744.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,83.9,24.7,238.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.44,default,-3,116.5,110.5,,,,,,,,,0,10.0,0.266,20.0,17.0,20.0,0.39,13.55,1.89,34303.0,976.0,6.0,PYKRX,True,73.0,45.9,B,OBSERVE
kospi,20260606,20260606_1155,009290,광동제약,제약·바이오,6270,19.5,2.4,4.0,-51.0,15.5,-10.0,-24.9,-17.8,-13.7,-21.3,-7.8,0.6,12800,5430,0,0,0,0,237807,249153,9.1,15.6,18.3,0.95,0,0,0,0,0,-,85.9,3.3,0.5,20.9,-1.0,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,100.9,94.9,009290,103592,0,0,0,0,,,,,,,,,,,안전,2025.0,310.5,301.0,3.2,CFS,영업이익,dart_OperatingIncomeLoss,823.4,-121.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,75.2,33.1,127.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,2.65,default,0,105.9,99.9,,,,,,,,,0,13.0,0.208,23.0,5.0,20.0,0.47,12.03,1.59,13201.0,521.0,12.0,PYKRX,True,73.0,43.5,B,OBSERVE
kospi,20260606,20260606_1155,024890,대원화성,고무·플라스틱,3195,13.2,22.2,19.4,-37.4,14.3,-10.5,-29.5,-12.9,-19.5,-21.1,-21.9,1.32,5105,2795,10,1,1,0,45227,26708,1.2,1.4,0.9,1.69,3,0,1,0,0,5일선회복,75.5,0.4,0.0,-0.7,-0.9,1,8,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,96.5,90.5,024890,112022,0,2,0,0,,[20260311] [기재정정]주식병합결정               (20260311801002) || [20260310] 주식병합결정               (20260310801209),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260311801002 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260310801209,,,,20260311801002 || 20260310801209,주의,2025.0,8.7,-61.1,114.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,35.4,-136.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,4.9,4.0,23.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,4.07,default,0,111.5,105.5,,,,,,,,,4,15.0,0.444,23.0,11.0,18.875,0.59,7.43,0.0,5460.0,430.0,11.0,PYKRX,False,72.9,57.8,WATCH,WATCH
kospi,20260606,20260606_1155,009970,영원무역홀딩스,금융(은행),186000,28.2,19.4,18.0,-29.0,69.2,-4.9,-12.1,-13.1,-5.5,-10.2,2.1,0.65,262000,109900,0,0,0,0,18551,24433,29.5,34.5,48.6,0.76,3,0,1,0,0,5일선회복,63.1,19.0,1.7,114.4,-41.3,1,15,강세,-6,0,-3,-3,67.0,17.6,1558.84,3.44,7.15,-167387.0,-167387.0,-167387.0,10,10,1.0,81.1,75.1,009970,140964,0,0,0,0,,,,,,,,,,,안전,2025.0,7354.7,5170.5,42.2,CFS,영업이익,dart_OperatingIncomeLoss,5407.4,7810.0,영업활동 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,1578.0,1325.0,19.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.74,default,0,96.1,90.1,,,,,,,,,4,15.0,0.426,23.0,6.0,15.775,0.72,5.87,3.54,259821.0,31684.0,9.0,PYKRX,True,72.8,53.3,B,WAIT
